hit,seq1,seq2,S,N,t,kappa,omega,dN,dN_SE,dS,dS_SE
Os09t0419200-01_Os01t0283600-00,Os09t0419200-01,Os01t0283600-00,184.0,794.0,3.0903,1.5202,0.0926,0.3622,0.0261,3.9114,5.9058
Os11t0271100-01_Os06t0708000-01,Os11t0271100-01,Os06t0708000-01,325.8,1162.2,3.4391,1.3073,0.0579,0.2513,0.0168,4.3397,7.8395
Os07t0124900-01_Os07t0126401-02,Os07t0124900-01,Os07t0126401-02,61.7,439.3,1.6314,1.5601,0.1501,0.3204,0.0322,2.1346,0.9985
Os04t0319800-01_Os04t0319700-00,Os04t0319800-01,Os04t0319700-00,160.2,1258.8,0.5737,2.8317,0.0859,0.0869,0.0087,1.0111,0.2576
Os07t0112100-00_Os07t0111900-00,Os07t0112100-00,Os07t0111900-00,185.4,1242.6,1.3681,1.3671,0.1086,0.2207,0.015,2.0333,3.2895
Os02t0186900-01_Os03t0593600-00,Os02t0186900-01,Os03t0593600-00,280.3,1231.7,1.8387,1.7592,0.2307,0.3788,0.0216,1.6417,0.3257
Os04t0373400-01_Os06t0494400-01,Os04t0373400-01,Os06t0494400-01,317.3,1131.7,1.3798,1.6568,0.1576,0.212,0.0153,1.3445,0.2291
Os04t0244800-01_Os03t0156600-01,Os04t0244800-01,Os03t0156600-01,58.1,406.9,1.6287,1.5498,0.0815,0.2255,0.0266,2.7667,3.7695
Os06t0547100-00_Os04t0651000-01,Os06t0547100-00,Os04t0651000-01,118.7,838.3,2.1538,1.8691,0.0872,0.3123,0.0229,3.5825,4.7569
Os03t0377100-01_Os10t0535900-00,Os03t0377100-01,Os10t0535900-00,111.0,654.0,2.1219,0.92,0.1444,0.3804,0.03,2.6341,1.4165
Os07t0678600-01_Os03t0319400-01,Os07t0678600-01,Os03t0319400-01,281.9,1032.1,3.6791,1.1898,0.0959,0.4058,0.0249,4.2311,7.2953
Os07t0223400-01_Os06t0114200-00,Os07t0223400-01,Os06t0114200-00,99.8,440.2,2.8144,1.1926,0.1067,0.3684,0.0356,3.4521,4.3674
Os06t0114000-02_Os12t0277500-01,Os06t0114000-02,Os12t0277500-01,449.1,1281.9,2.4252,1.2117,0.2602,0.4652,0.0248,1.7881,0.2387
Os02t0153500-00_Os02t0153700-01,Os02t0153500-00,Os02t0153700-01,840.3,2294.7,0.9257,2.385,0.3143,0.1947,0.0102,0.6195,0.0466
Os01t0563700-01_Os01t0230800-01,Os01t0563700-01,Os01t0230800-01,206.0,286.0,0.0495,13.3674,2.1852,0.0214,0.0088,0.0098,0.0069
Os07t0130200-01_Os09t0268000-00,Os07t0130200-01,Os09t0268000-00,503.8,1497.2,2.013,2.233,0.1707,0.3019,0.0168,1.768,0.2197
Os07t0539700-01_Os07t0537900-01,Os07t0539700-01,Os07t0537900-01,543.5,1469.5,0.5724,2.3695,0.5267,0.1535,0.0111,0.2915,0.0289
Os12t0637100-02_Os01t0776600-01,Os12t0637100-02,Os01t0776600-01,250.9,1129.1,2.8588,1.1331,0.0588,0.2438,0.0167,4.1439,6.8863
Os04t0410600-01_Os12t0151000-01,Os04t0410600-01,Os12t0151000-01,178.2,1138.8,2.4039,1.7371,0.0819,0.3183,0.0199,3.8873,5.813
Os06t0170500-01_Os07t0281000-01,Os06t0170500-01,Os07t0281000-01,377.0,1066.0,0.2939,1.6723,0.1153,0.0326,0.0056,0.2827,0.0348
Os04t0314100-00_Os04t0319700-00,Os04t0314100-00,Os04t0319700-00,156.8,971.2,0.9377,2.9003,0.1109,0.1478,0.0133,1.3331,0.3004
Os05t0115900-01_Os01t0891000-01,Os05t0115900-01,Os01t0891000-01,381.5,1190.5,3.077,1.1084,0.1419,0.4157,0.0236,2.9293,1.1229
Os01t0102000-01_Os01t0955000-02,Os01t0102000-01,Os01t0955000-02,215.8,1317.2,2.613,1.2872,0.0876,0.3532,0.0199,4.0309,6.3907
Os12t0589100-01_Os02t0613900-02,Os12t0589100-01,Os02t0613900-02,197.4,504.6,2.1095,1.4685,0.348,0.4606,0.0392,1.3233,0.2385
Os07t0120650-01_Os01t0210600-02,Os07t0120650-01,Os01t0210600-02,49.2,373.8,1.953,1.0438,0.1206,0.3522,0.0374,2.9217,3.096
Os09t0113500-00_Os11t0307400-00,Os09t0113500-00,Os11t0307400-00,65.7,270.3,2.56,1.5067,0.0299,0.1161,0.0221,3.8864,9.5627
Os01t0155200-00_Os04t0420600-00,Os01t0155200-00,Os04t0420600-00,614.9,1731.1,2.1296,2.282,0.204,0.3509,0.0173,1.7204,0.4284
Os12t0480200-01_Os05t0237400-01,Os12t0480200-01,Os05t0237400-01,291.0,999.0,3.8345,1.5932,0.0966,0.4111,0.0255,4.255,7.4117
Os03t0336400-01_Os01t0274500-00,Os03t0336400-01,Os01t0274500-00,82.5,619.5,0.7748,1.007,0.2051,0.1775,0.0186,0.8653,0.1745
Os02t0513000-01_Os05t0372100-01,Os02t0513000-01,Os05t0372100-01,337.9,1099.1,3.7161,1.0304,0.0634,0.2771,0.0185,4.367,7.9827
Os04t0521100-01_Os02t0629200-02,Os04t0521100-01,Os02t0629200-02,104.4,759.6,0.4865,1.3762,0.0614,0.057,0.0089,0.9273,0.2257
Os09t0361100-01_Os03t0821900-01,Os09t0361100-01,Os03t0821900-01,247.6,871.4,3.5787,0.8286,0.0864,0.3572,0.0248,4.1339,6.841
Os10t0131200-01_Os03t0596600-01,Os10t0131200-01,Os03t0596600-01,168.5,491.5,1.761,2.045,0.2501,0.3325,0.0313,1.3293,0.3445
Os07t0131600-01_Os07t0106200-02,Os07t0131600-01,Os07t0106200-02,172.0,1370.0,2.2047,2.0683,0.0888,0.3426,0.0191,3.8604,5.7108
Os07t0676900-01_Os02t0240300-01,Os07t0676900-01,Os02t0240300-01,129.9,815.1,2.4038,1.2477,0.0951,0.3471,0.0249,3.6503,4.9734
Os04t0393900-01_Os05t0372100-01,Os04t0393900-01,Os05t0372100-01,326.9,999.1,3.7862,1.1654,0.0585,0.2542,0.0183,4.3423,7.8531
Os06t0149900-01_Os12t0625000-01,Os06t0149900-01,Os12t0625000-01,267.7,767.3,2.5954,1.2678,0.2667,0.5056,0.0344,1.8956,0.3539
Os10t0170200-01_Os06t0134000-01,Os10t0170200-01,Os06t0134000-01,60.1,323.9,1.2827,0.7444,0.0681,0.136,0.022,1.9992,0.9309
Os07t0448200-00_Os07t0448100-01,Os07t0448200-00,Os07t0448100-01,139.4,685.6,0.9396,1.2983,0.1881,0.1811,0.0179,0.9627,0.2231
Os04t0518400-01_Os02t0626100-01,Os04t0518400-01,Os02t0626100-01,199.8,1894.2,1.4978,2.028,0.0334,0.1328,0.009,3.9731,6.1514
Os03t0397400-01_Os04t0653200-01,Os03t0397400-01,Os04t0653200-01,334.3,910.7,1.6282,1.7639,0.1295,0.1935,0.0161,1.4942,0.3092
Os06t0501900-01_Os02t0569000-01,Os06t0501900-01,Os02t0569000-01,185.8,1299.2,1.5346,2.097,0.0713,0.1946,0.0136,2.728,1.2371
Os07t0288700-02_Os09t0250800-00,Os07t0288700-02,Os09t0250800-00,562.4,1543.6,1.7748,1.9408,0.2576,0.3343,0.0178,1.2977,0.1507
Os06t0554800-01_Os01t0609000-00,Os06t0554800-01,Os01t0609000-00,846.2,2573.8,2.1884,1.327,0.1687,0.3287,0.0135,1.9484,0.2128
Os03t0593600-00_Os02t0184900-01,Os03t0593600-00,Os02t0184900-01,308.4,1206.6,2.4103,1.5886,0.1574,0.3844,0.0221,2.4425,0.6629
Os01t0824600-01_Os11t0113700-01,Os01t0824600-01,Os11t0113700-01,300.1,1001.9,2.087,1.6905,0.1456,0.2956,0.0203,2.031,0.3968
Os08t0550200-01_Os03t0626700-01,Os08t0550200-01,Os03t0626700-01,205.2,1192.8,2.7135,1.9989,0.0934,0.3731,0.0218,3.993,6.2329
Os06t0115300-01_Os08t0162800-01,Os06t0115300-01,Os08t0162800-01,47.9,225.1,1.0576,0.5232,0.09,0.1271,0.0255,1.4128,0.5031
Os08t0509200-01_Os03t0212800-01,Os08t0509200-01,Os03t0212800-01,223.6,1267.4,2.8809,1.164,0.102,0.414,0.0228,4.0573,6.5031
Os06t0714600-01_Os05t0105100-01,Os06t0714600-01,Os05t0105100-01,97.3,541.7,46.1572,1.3611,0.0038,0.3723,0.0322,99.0,0.0
Os10t0327300-01_Os01t0758400-01,Os10t0327300-01,Os01t0758400-01,321.5,968.5,1.5459,2.3669,0.098,0.1564,0.0138,1.5966,0.2219
Os08t0445700-01_Os05t0517200-01,Os08t0445700-01,Os05t0517200-01,538.0,1925.0,2.6525,1.7748,0.1622,0.4155,0.0185,2.561,0.5851
Os02t0233333-00_Os09t0287500-01,Os02t0233333-00,Os09t0287500-01,133.5,298.5,0.3599,8.2587,0.3451,0.0756,0.0167,0.2191,0.048
Os01t0778700-01_Os07t0571500-00,Os01t0778700-01,Os07t0571500-00,343.9,925.1,1.7414,1.9793,0.2362,0.3094,0.0216,1.3099,0.2487
Os12t0172500-01_Os11t0176000-01,Os12t0172500-01,Os11t0176000-01,396.3,1121.7,1.5404,1.9519,0.2459,0.2851,0.0186,1.1597,0.191
Os09t0442100-01_Os07t0695300-01,Os09t0442100-01,Os07t0695300-01,263.8,876.2,4.0886,1.0349,0.123,0.5142,0.0326,4.1815,7.0597
Os01t0750000-02_Os01t0667600-01,Os01t0750000-02,Os01t0667600-01,134.3,525.7,2.7524,2.2803,0.0579,0.2128,0.0226,3.6752,5.0552
Os01t0926600-01_Os10t0180000-01,Os01t0926600-01,Os10t0180000-01,274.9,964.1,1.0354,1.4523,0.1239,0.1344,0.0127,1.0842,0.1855
Os04t0452400-01_Os03t0190800-01,Os04t0452400-01,Os03t0190800-01,264.4,830.6,1.5435,1.9676,0.0728,0.1262,0.0132,1.7343,0.2907
Os03t0202001-01_Os11t0634800-00,Os03t0202001-01,Os11t0634800-00,228.8,596.2,2.2799,1.6722,0.1457,0.2893,0.0258,1.9864,0.9131
Os06t0270200-00_Os01t0935500-01,Os06t0270200-00,Os01t0935500-01,623.3,1665.7,3.4616,1.8601,0.1567,0.468,0.0218,2.9869,0.9473
Os01t0732000-01_Os01t0626300-01,Os01t0732000-01,Os01t0626300-01,23.7,186.3,1.6616,3.9981,0.0666,0.2148,0.0387,3.2246,6.645
Os07t0541400-01_Os07t0628700-01,Os07t0541400-01,Os07t0628700-01,497.9,1512.1,1.5205,1.9573,0.4146,0.3755,0.0195,0.9057,0.0868
Os03t0101300-02_Os01t0567500-01,Os03t0101300-02,Os01t0567500-01,178.1,1351.9,2.1773,1.6854,0.0796,0.3094,0.0179,3.8867,5.8105
Os01t0945100-00_Os01t0607200-01,Os01t0945100-00,Os01t0607200-01,253.4,958.6,1.8781,2.7786,0.1141,0.2386,0.018,2.0919,0.8096
Os01t0211600-01_Os01t0211000-00,Os01t0211600-01,Os01t0211000-00,150.7,995.3,0.683,2.9528,0.0735,0.0857,0.0097,1.1653,0.3318
Os04t0126600-00_Os04t0127600-00,Os04t0126600-00,Os04t0127600-00,196.3,502.7,2.7402,2.5075,0.2069,0.4399,0.0383,2.1262,1.2232
Os05t0588900-01_Os01t0605100-01,Os05t0588900-01,Os01t0605100-01,217.3,802.7,1.4588,1.4209,0.0999,0.1665,0.0157,1.6673,0.2949
Os05t0268500-01_Os01t0158200-01,Os05t0268500-01,Os01t0158200-01,319.1,1093.9,2.2774,1.3256,0.0988,0.2481,0.0172,2.5108,0.712
Os02t0649800-01_Os10t0518200-01,Os02t0649800-01,Os10t0518200-01,69.3,242.7,2.9426,2.0464,0.1112,0.3535,0.0465,3.1787,3.6548
Os02t0765800-00_Os01t0357200-01,Os02t0765800-00,Os01t0357200-01,40.0,224.0,0.1687,1.9913,0.093,0.0227,0.0102,0.2439,0.0962
Os08t0200100-01_Os03t0423300-01,Os08t0200100-01,Os03t0423300-01,175.3,1024.7,1.4625,1.5135,0.1885,0.2993,0.0202,1.5874,0.2971
Os08t0106501-01_Os05t0562800-02,Os08t0106501-01,Os05t0562800-02,113.2,531.8,1.826,1.5123,0.2953,0.429,0.0362,1.4527,0.3126
Os07t0152500-00_Os04t0436700-00,Os07t0152500-00,Os04t0436700-00,85.6,319.4,0.9965,2.5286,0.0783,0.0953,0.0182,1.2167,0.268
Os02t0106800-01_Os08t0152800-00,Os02t0106800-01,Os08t0152800-00,270.5,773.5,1.5045,1.2812,0.2031,0.2487,0.0205,1.2246,0.202
Os01t0924700-01_Os01t0710300-00,Os01t0924700-01,Os01t0710300-00,106.3,247.7,0.2379,5.1402,0.4649,0.0589,0.016,0.1268,0.0389
Os10t0561300-01_Os01t0567500-01,Os10t0561300-01,Os01t0567500-01,280.9,1249.1,3.205,2.0648,0.0845,0.3575,0.0206,4.2286,7.2836
Os11t0113700-01_Os12t0113500-01,Os11t0113700-01,Os12t0113500-01,357.9,944.1,0.0379,4.265,0.0681,0.0027,0.0017,0.0389,0.0107
Os01t0249200-01_Os03t0693900-00,Os01t0249200-01,Os03t0693900-00,78.4,587.6,2.2477,1.3483,0.1263,0.413,0.0333,3.271,3.8808
Os03t0103200-01_Os10t0552200-01,Os03t0103200-01,Os10t0552200-01,52.9,337.1,2.0758,2.0628,0.1082,0.3266,0.0374,3.0178,3.3844
Os07t0577600-01_Os09t0439500-01,Os07t0577600-01,Os09t0439500-01,115.4,673.6,2.3788,1.2682,0.0894,0.3184,0.0259,3.5615,4.6919
Os08t0391700-00_Os08t0392100-00,Os08t0391700-00,Os08t0392100-00,167.8,954.2,0.514,2.234,0.2558,0.1194,0.0119,0.4667,0.0799
Os08t0224500-01_Os09t0272300-01,Os08t0224500-01,Os09t0272300-01,311.4,1131.6,3.7775,1.3259,0.0977,0.4207,0.0244,4.3059,7.6659
Os04t0335200-01_Os04t0336801-00,Os04t0335200-01,Os04t0336801-00,87.4,242.6,0.0185,1.6726,0.0,-0.0,0.0,0.0232,0.0165
Os08t0161900-01_Os05t0562300-01,Os08t0161900-01,Os05t0562300-01,176.3,819.7,2.7542,1.5626,0.0725,0.2814,0.0217,3.879,5.7811
Os07t0676900-01_Os07t0677500-00,Os07t0676900-01,Os07t0677500-00,167.1,762.9,1.2433,1.8722,0.164,0.2163,0.0189,1.319,0.3255
Os07t0641700-01_Os03t0366000-01,Os07t0641700-01,Os03t0366000-01,72.8,218.2,0.5998,1.2058,0.1469,0.0815,0.0202,0.5547,0.1247
Os09t0525900-01_Os03t0116400-01,Os09t0525900-01,Os03t0116400-01,217.4,742.6,2.7264,1.9554,0.0804,0.2533,0.0212,3.1483,1.9827
Os01t0835700-01_Os05t0466100-01,Os01t0835700-01,Os05t0466100-01,157.0,770.0,2.7609,1.5222,0.0883,0.3347,0.025,3.7922,5.4598
Os02t0255400-00_Os04t0247700-00,Os02t0255400-00,Os04t0247700-00,152.4,666.6,1.5642,1.8394,0.0408,0.0971,0.0127,2.3773,0.8671
Os03t0102500-01_Os03t0102700-01,Os03t0102500-01,Os03t0102700-01,125.4,687.6,2.4244,1.1008,0.0814,0.295,0.0243,3.6233,4.8861
Os01t0234900-01_Os05t0238200-01,Os01t0234900-01,Os05t0238200-01,215.9,822.1,1.1649,0.8555,0.0694,0.1025,0.0118,1.4764,0.2331
Os02t0182800-01_Os03t0123500-02,Os02t0182800-01,Os03t0123500-02,172.7,724.3,2.9745,0.6702,0.0793,0.3065,0.0244,3.8638,5.7235
Os02t0118200-01_Os06t0202900-01,Os02t0118200-01,Os06t0202900-01,251.0,940.0,3.7677,1.2686,0.1169,0.4846,0.03,4.1441,6.8875
Os02t0249900-01_Os02t0268100-01,Os02t0249900-01,Os02t0268100-01,401.9,1089.1,0.6002,2.8411,0.1751,0.0881,0.0094,0.5033,0.0549
Os11t0529500-00_Os07t0501100-01,Os11t0529500-00,Os07t0501100-01,147.4,1010.6,1.3144,1.5971,0.1794,0.2769,0.0193,1.5434,0.3067
Os07t0274700-01_Os06t0246000-01,Os07t0274700-01,Os06t0246000-01,34.7,232.3,1.5856,1.084,0.0789,0.21,0.0336,2.6603,2.6205
Os08t0103500-02_Os09t0115600-01,Os08t0103500-02,Os09t0115600-01,302.1,921.9,2.6381,1.4251,0.2248,0.475,0.0297,2.1132,0.6535
Os01t0290000-02_Os01t0663400-01,Os01t0290000-02,Os01t0663400-01,377.3,1101.7,2.3705,1.6549,0.152,0.3261,0.0206,2.1455,0.8304
Os12t0512000-01_Os01t0732700-01,Os12t0512000-01,Os01t0732700-01,299.9,999.1,3.9598,1.5137,0.101,0.432,0.0265,4.2777,7.524
Os03t0138700-01_Os10t0469900-01,Os03t0138700-01,Os10t0469900-01,175.9,1582.1,1.5331,2.6903,0.0353,0.1367,0.01,3.8775,5.7754
Os03t0328100-01_Os02t0726500-01,Os03t0328100-01,Os02t0726500-01,368.8,1098.2,2.2035,1.6108,0.2103,0.3778,0.0229,1.7964,0.2661
Os02t0255300-00_Os02t0255500-01,Os02t0255300-00,Os02t0255500-01,115.1,412.9,1.6096,1.7971,0.1699,0.2598,0.0288,1.5293,0.5269
Os06t0151700-01_Os11t0666200-00,Os06t0151700-01,Os11t0666200-00,298.5,1201.5,1.4004,1.9206,0.2299,0.2801,0.0178,1.2184,0.2295
Os02t0249800-01_Os02t0249600-01,Os02t0249800-01,Os02t0249600-01,428.7,1056.3,0.2338,4.9639,0.1672,0.032,0.0056,0.1912,0.0248
Os08t0172566-00_Os08t0284200-00,Os08t0172566-00,Os08t0284200-00,136.9,487.1,0.3199,3.1486,0.2128,0.0589,0.0114,0.2766,0.0562
Os10t0430200-03_Os10t0194200-01,Os10t0430200-03,Os10t0194200-01,241.9,820.1,3.8061,1.4482,0.1042,0.4289,0.0291,4.1163,6.7618
Os02t0652300-01_Os04t0101700-01,Os02t0652300-01,Os04t0101700-01,167.3,534.7,3.5675,1.5121,0.0938,0.36,0.0316,3.8397,5.6334
Os06t0621900-01_Os01t0823100-01,Os06t0621900-01,Os01t0823100-01,94.4,658.6,2.2533,1.2443,0.1084,0.3697,0.0291,3.4109,4.2514
Os06t0639800-01_Os06t0642600-00,Os06t0639800-01,Os06t0642600-00,238.9,1261.1,1.8645,1.7388,0.1917,0.3719,0.0211,1.9394,0.396
Os12t0541300-01_Os01t0360200-03,Os12t0541300-01,Os01t0360200-03,554.1,2115.9,3.6367,1.5982,0.061,0.289,0.0137,4.738,10.2108
Os07t0180300-01_Os07t0180100-00,Os07t0180300-01,Os07t0180100-00,510.5,1343.5,0.9054,2.6798,0.4843,0.2334,0.015,0.4819,0.0447
Os04t0387600-01_Os05t0103300-01,Os04t0387600-01,Os05t0103300-01,30.3,176.7,0.919,1.4153,0.4283,0.2562,0.0437,0.5982,0.2313
Os06t0490400-00_Os03t0563600-01,Os06t0490400-00,Os03t0563600-01,134.0,832.0,2.4818,2.0565,0.1003,0.3686,0.0259,3.6737,5.0503
Os07t0525500-00_Os11t0529800-00,Os07t0525500-00,Os11t0529800-00,186.0,966.0,1.9992,1.7785,0.1682,0.3706,0.0241,2.203,0.6279
Os06t0146600-01_Os06t0147100-01,Os06t0146600-01,Os06t0147100-01,69.1,281.9,2.3884,0.9494,0.1313,0.3459,0.0426,2.6344,1.7963
Os07t0223400-01_Os02t0327100-01,Os07t0223400-01,Os02t0327100-01,109.5,427.5,3.2581,1.1588,0.1311,0.4617,0.0428,3.5223,4.5728
Os11t0603000-01_Os03t0171300-01,Os11t0603000-01,Os03t0171300-01,47.5,228.5,2.4313,1.0508,0.1301,0.3767,0.05,2.8958,3.0452
Os07t0186200-01_Os04t0420900-02,Os07t0186200-01,Os04t0420900-02,615.3,1772.7,2.1215,2.2072,0.2493,0.3982,0.0189,1.5973,0.3403
Os08t0248400-01_Os10t0499500-01,Os08t0248400-01,Os10t0499500-01,343.3,949.7,0.6339,2.6532,0.6066,0.1803,0.0153,0.2972,0.0358
Os03t0680566-00_Os03t0680400-00,Os03t0680566-00,Os03t0680400-00,342.2,842.8,0.3494,7.1815,0.7218,0.1048,0.0119,0.1452,0.0232
Os07t0479100-01_Os10t0544600-02,Os07t0479100-01,Os10t0544600-02,158.2,537.8,3.0616,1.8924,0.1189,0.38,0.0329,3.1975,2.4791
Os01t0136000-00_Os03t0266900-02,Os01t0136000-00,Os03t0266900-02,36.9,407.1,1.0529,0.6452,0.0508,0.1374,0.0198,2.7063,2.6981
Os07t0637400-01_Os06t0715100-02,Os07t0637400-01,Os06t0715100-02,171.5,605.5,1.7992,1.2629,0.1713,0.29,0.0257,1.6932,0.5994
Os05t0179300-01_Os01t0179000-01,Os05t0179300-01,Os01t0179000-01,162.6,1118.4,1.5445,1.2252,0.04,0.1273,0.0114,3.1813,2.3942
Os04t0611800-00_Os04t0179700-01,Os04t0611800-00,Os04t0179700-01,578.9,1659.1,1.2005,2.6549,0.3692,0.2775,0.0151,0.7517,0.0735
Os01t0332500-01_Os01t0332800-01,Os01t0332500-01,Os01t0332800-01,366.4,1064.6,1.7005,2.1164,0.1788,0.2605,0.018,1.4568,0.3034
Os12t0626400-02_Os09t0555500-01,Os12t0626400-02,Os09t0555500-01,244.2,922.8,3.2666,0.9999,0.0693,0.2859,0.0205,4.1235,6.794
Os11t0151002-00_Os12t0149900-02,Os11t0151002-00,Os12t0149900-02,368.9,1017.1,0.4977,2.115,0.3562,0.112,0.0111,0.3145,0.0358
Os02t0627100-01_Os02t0626100-01,Os02t0627100-01,Os02t0626100-01,231.8,1862.2,1.7011,1.9055,0.0316,0.1292,0.0089,4.0844,6.6207
Os05t0590100-01_Os01t0234850-01,Os05t0590100-01,Os01t0234850-01,341.1,1011.9,4.3202,2.2013,0.1031,0.4509,0.0274,4.3742,8.0208
Os09t0570300-02_Os11t0181700-02,Os09t0570300-02,Os11t0181700-02,208.9,739.1,2.644,0.9149,0.1351,0.3656,0.0273,2.706,2.476
Os07t0130200-01_Os07t0131375-00,Os07t0130200-01,Os07t0131375-00,512.0,1294.0,2.0271,3.3704,0.1688,0.282,0.0174,1.6708,0.1929
Os07t0177200-01_Os03t0795800-01,Os07t0177200-01,Os03t0795800-01,127.8,535.2,2.3812,1.5979,0.135,0.3552,0.0313,2.631,1.9454
Os09t0258500-01_Os06t0291600-01,Os09t0258500-01,Os06t0291600-01,426.3,1265.7,1.9843,2.0309,0.1381,0.2572,0.0164,1.8618,0.2688
Os03t0431600-00_Os11t0262600-00,Os03t0431600-00,Os11t0262600-00,30.4,146.6,0.3384,1.2377,0.3636,0.0868,0.0255,0.2386,0.1075
Os07t0407900-01_Os01t0388700-01,Os07t0407900-01,Os01t0388700-01,100.7,565.3,2.4517,2.201,0.1003,0.3469,0.0302,3.4588,4.3865
Os02t0191700-00_Os10t0476600-02,Os02t0191700-00,Os10t0476600-02,387.4,1235.6,1.7112,1.5221,0.1593,0.2525,0.0164,1.5844,0.1991
Os05t0329700-01_Os07t0219400-01,Os05t0329700-01,Os07t0219400-01,117.4,332.6,0.2104,1.4674,0.5913,0.0594,0.0138,0.1005,0.031
Os12t0155000-01_Os08t0189100-01,Os12t0155000-01,Os08t0189100-01,146.9,408.1,1.4667,1.7821,0.1275,0.1739,0.0226,1.3642,0.4583
Os03t0222100-01_Os08t0120500-01,Os03t0222100-01,Os08t0120500-01,405.2,1457.8,3.8432,1.3814,0.0856,0.3854,0.0201,4.5033,8.7377
Os10t0332733-00_Os10t0412350-00,Os10t0332733-00,Os10t0412350-00,160.4,502.6,0.2052,6.2216,0.1247,0.0253,0.0072,0.2032,0.0424
Os12t0568500-01_Os11t0704500-01,Os12t0568500-01,Os11t0704500-01,45.7,176.3,1.626,1.453,0.1551,0.2554,0.0439,1.6469,1.0085
Os07t0685300-01_Os03t0325500-01,Os07t0685300-01,Os03t0325500-01,247.8,763.2,1.8225,1.4605,0.2754,0.3693,0.027,1.3412,0.1839
Os05t0564400-02_Os06t0551400-01,Os05t0564400-02,Os06t0551400-01,132.1,509.9,1.9805,1.0054,0.0468,0.1271,0.0169,2.7183,1.4487
Os07t0206400-01_Os05t0330600-00,Os07t0206400-01,Os05t0330600-00,134.4,315.6,0.5512,3.1248,0.5473,0.1473,0.0235,0.2692,0.0566
Os03t0243100-01_Os02t0663800-01,Os03t0243100-01,Os02t0663800-01,60.7,356.3,2.1735,1.4524,0.1049,0.323,0.036,3.0799,3.4283
Os03t0199800-00_Os08t0504200-00,Os03t0199800-00,Os08t0504200-00,115.0,578.0,2.1662,1.4567,0.0443,0.1575,0.0181,3.5589,4.6838
Os10t0149400-00_Os10t0150300-01,Os10t0149400-00,Os10t0150300-01,90.2,452.8,1.6402,1.3185,0.172,0.3038,0.0306,1.7667,1.1964
Os01t0837500-01_Os07t0178900-01,Os01t0837500-01,Os07t0178900-01,353.1,1011.9,0.2248,1.9259,0.0468,0.012,0.0035,0.2555,0.0329
Os10t0457200-01_Os05t0293500-01,Os10t0457200-01,Os05t0293500-01,149.1,966.9,2.4427,1.2668,0.0961,0.3608,0.0236,3.7537,5.3231
Os03t0645000-00_Os04t0552200-00,Os03t0645000-00,Os04t0552200-00,168.4,629.6,3.2807,1.5434,0.0931,0.358,0.0291,3.8446,5.6514
Os02t0184700-00_Os01t0957800-01,Os02t0184700-00,Os01t0957800-01,351.3,1166.7,2.2989,1.4422,0.2315,0.4333,0.0245,1.872,0.5074
Os09t0541050-00_Os07t0448600-00,Os09t0541050-00,Os07t0448600-00,170.2,516.8,0.7676,0.4521,0.7613,0.2374,0.0248,0.3119,0.0548
Os01t0699400-01_Os02t0322400-00,Os01t0699400-01,Os02t0322400-00,233.4,990.6,2.4481,1.1369,0.2326,0.5009,0.03,2.1535,0.5318
Os04t0174200-01_Os09t0390400-01,Os04t0174200-01,Os09t0390400-01,53.1,150.9,0.4745,1.6509,1.4429,0.1719,0.037,0.1191,0.0506
Os02t0685900-00_Os05t0467000-01,Os02t0685900-00,Os05t0467000-01,388.2,1201.8,2.014,1.6627,0.3317,0.45,0.025,1.3567,0.1582
Os12t0132800-01_Os11t0135300-00,Os12t0132800-01,Os11t0135300-00,371.6,1038.4,1.2853,2.2644,0.2183,0.2204,0.0164,1.0097,0.1269
Os02t0128800-01_Os03t0356414-01,Os02t0128800-01,Os03t0356414-01,211.2,691.8,2.0657,1.6743,0.1111,0.2398,0.0212,2.1585,1.5145
Os02t0537100-00_Os02t0537000-01,Os02t0537100-00,Os02t0537000-01,83.5,459.5,1.7232,2.3065,0.1466,0.303,0.0305,2.0672,4.1748
Os01t0124200-02_Os01t0124401-01,Os01t0124200-02,Os01t0124401-01,81.3,671.7,0.3194,2.2483,0.3224,0.0868,0.0119,0.2691,0.0693
Os02t0797200-01_Os02t0796900-00,Os02t0797200-01,Os02t0796900-00,8.7,141.3,0.0217,4.6,0.0,-0.0,0.0,0.1253,0.1283
Os08t0139200-01_Os01t0784800-01,Os08t0139200-01,Os01t0784800-01,160.7,448.3,1.2411,1.5965,0.1168,0.1381,0.0189,1.1825,0.25
Os03t0279200-01_Os04t0212700-00,Os03t0279200-01,Os04t0212700-00,68.7,387.3,2.4412,1.0447,0.1245,0.3949,0.0398,3.1728,3.641
Os04t0317400-00_Os06t0662300-01,Os04t0317400-00,Os06t0662300-01,80.3,270.7,0.7307,2.682,0.2565,0.1465,0.0251,0.5711,0.1503
Os02t0253601-00_Os02t0254366-00,Os02t0253601-00,Os02t0254366-00,39.1,116.9,0.1618,9.7876,2.4314,0.0633,0.0245,0.026,0.0261
Os02t0460200-01_Os04t0282400-01,Os02t0460200-01,Os04t0282400-01,54.2,299.8,1.0041,2.9637,0.1037,0.144,0.0237,1.3888,0.4775
Os02t0159850-00_Os02t0158701-00,Os02t0159850-00,Os02t0158701-00,46.8,112.2,0.1565,3.1417,1.2618,0.0555,0.0229,0.044,0.0314
