gene1	gene2	spacer_genes
OB07G23050.1	OB07G23090.1	3
OB07G23050.1	OB07G23100.1	4
OB07G23050.1	OB07G23120.1	6
OB07G23070.1	OB07G23130.1	5
OB07G23080.1	OB07G23090.1	0
OB07G23080.1	OB07G23100.1	1
OB07G23080.1	OB07G23120.1	3
OB07G23080.1	OB07G23170.1	8
OB07G23080.1	OB07G23180.1	9
OB07G23080.1	OB07G23190.1	10
OB07G23090.1	OB07G23100.1	0
OB07G23090.1	OB07G23120.1	2
OB07G23090.1	OB07G23170.1	7
OB07G23090.1	OB07G23180.1	8
OB07G23090.1	OB07G23190.1	9
OB07G23100.1	OB07G23120.1	1
OB07G23100.1	OB07G23170.1	6
OB07G23100.1	OB07G23180.1	7
OB07G23100.1	OB07G23190.1	8
OB07G23120.1	OB07G23170.1	4
OB07G23120.1	OB07G23180.1	5
OB07G23120.1	OB07G23190.1	6
OB07G23160.1	OB07G23200.1	3
OB07G23160.1	OB07G23210.1	4
OB07G23160.1	OB07G23230.1	6
OB07G23170.1	OB07G23180.1	0
OB07G23170.1	OB07G23190.1	1
OB07G23170.1	OB07G23270.1	9
OB07G23180.1	OB07G23190.1	0
OB07G23180.1	OB07G23270.1	8
OB07G23190.1	OB07G23270.1	7
OB07G23200.1	OB07G23210.1	0
OB07G23200.1	OB07G23230.1	2
OB07G23210.1	OB07G23220.1	0
OB07G23210.1	OB07G23230.1	1
OB07G23220.1	OB07G23230.1	0
OB07G23270.1	OB07G23360.1	8
OB07G23280.1	OB07G23340.1	5
OB07G23360.1	OB07G23390.1	2
OB07G23360.1	OB07G23400.1	3
OB07G23360.1	OB07G23410.1	4
OB07G23360.1	OB07G23430.1	6
OB07G23360.1	OB07G23460.1	9
OB07G23360.1	OB07G23470.1	10
OB07G23390.1	OB07G23400.1	0
OB07G23390.1	OB07G23410.1	1
OB07G23390.1	OB07G23430.1	3
OB07G23390.1	OB07G23460.1	6
OB07G23390.1	OB07G23470.1	7
OB07G23390.1	OB07G23490.1	9
OB07G23400.1	OB07G23410.1	0
OB07G23400.1	OB07G23430.1	2
OB07G23400.1	OB07G23460.1	5
OB07G23400.1	OB07G23470.1	6
OB07G23400.1	OB07G23490.1	8
OB07G23410.1	OB07G23430.1	1
OB07G23410.1	OB07G23460.1	4
OB07G23410.1	OB07G23470.1	5
OB07G23410.1	OB07G23490.1	7
OB07G23430.1	OB07G23460.1	2
OB07G23430.1	OB07G23470.1	3
OB07G23430.1	OB07G23490.1	5
OB07G23460.1	OB07G23470.1	0
OB07G23460.1	OB07G23490.1	2
OB07G23470.1	OB07G23490.1	1
OB07G23520.1	OB07G23540.1	1
OB07G23550.1	OB07G23560.1	0
OB07G23550.1	OB07G23570.1	1
OB07G23560.1	OB07G23570.1	0
OB07G23880.1	OB07G23910.1	2
OB07G23900.1	OB07G23910.1	0
OB07G23910.1	OB07G24010.1	9
OB07G23930.1	OB07G23940.1	0
OB07G23930.1	OB07G23950.1	1
OB07G23930.1	OB07G23960.1	2
OB07G23930.1	OB07G23970.1	3
OB07G23940.1	OB07G23950.1	0
OB07G23940.1	OB07G23960.1	1
OB07G23940.1	OB07G23970.1	2
OB07G23950.1	OB07G23960.1	0
OB07G23950.1	OB07G23970.1	1
OB07G23960.1	OB07G23970.1	0
OB07G24150.1	OB07G24160.1	0
OB07G24150.1	OB07G24180.1	2
OB07G24160.1	OB07G24180.1	1
OB07G24430.1	OB07G24440.1	0
OB07G24720.1	OB07G24730.1	0
OB07G25060.1	OB07G25070.1	0
OB07G25520.1	OB07G25530.1	0
OB07G25630.1	OB07G25640.1	0
OB07G25670.1	OB07G25680.1	0
OB07G25800.1	OB07G25810.1	0
OB07G25800.1	OB07G25820.1	1
OB07G25810.1	OB07G25820.1	0
OB07G26720.1	OB07G26730.1	0
OB07G26800.1	OB07G26810.1	0
OB07G26970.1	OB07G26980.1	0
OB07G26970.1	OB07G27000.1	2
OB07G26980.1	OB07G27000.1	1
OB07G27070.1	OB07G27080.1	0
OB07G27110.1	OB07G27120.1	0
OB07G27170.1	OB07G27180.1	0
OB07G27170.1	OB07G27190.1	1
OB07G27830.1	OB07G27840.1	0
OB07G27940.1	OB07G27950.1	0
OB07G28290.1	OB07G28300.1	0
OB07G28290.1	OB07G28310.1	1
OB07G28290.1	OB07G28320.1	2
OB07G28290.1	OB07G28350.1	5
OB07G28290.1	OB07G28360.1	6
OB07G28290.1	OB07G28370.1	7
OB07G28290.1	OB07G28380.1	8
OB07G28290.1	OB07G28400.1	10
OB07G28300.1	OB07G28320.1	1
OB07G28300.1	OB07G28350.1	4
OB07G28300.1	OB07G28360.1	5
OB07G28300.1	OB07G28370.1	6
OB07G28300.1	OB07G28380.1	7
OB07G28300.1	OB07G28400.1	9
OB07G28310.1	OB07G28320.1	0
OB07G28310.1	OB07G28350.1	3
OB07G28310.1	OB07G28370.1	5
OB07G28320.1	OB07G28350.1	2
OB07G28320.1	OB07G28360.1	3
OB07G28320.1	OB07G28370.1	4
OB07G28320.1	OB07G28380.1	5
OB07G28320.1	OB07G28400.1	7
OB07G28350.1	OB07G28360.1	0
OB07G28350.1	OB07G28370.1	1
OB07G28350.1	OB07G28380.1	2
OB07G28350.1	OB07G28400.1	4
OB07G28360.1	OB07G28370.1	0
OB07G28360.1	OB07G28380.1	1
OB07G28360.1	OB07G28400.1	3
OB07G28370.1	OB07G28380.1	0
OB07G28370.1	OB07G28400.1	2
OB07G28380.1	OB07G28400.1	1
OB07G28570.1	OB07G28580.1	0
OB07G28630.1	OB07G28640.1	0
OB07G28990.1	OB07G29020.1	2
OB07G29010.1	OB07G29020.1	0
OB07G29030.1	OB07G29160.1	10
OB07G29130.1	OB07G29140.1	0
OB07G29130.1	OB07G29220.1	6
OB07G29140.1	OB07G29220.1	5
OB07G29260.1	OB07G29270.1	0
OB07G29280.1	OB07G29290.1	0
OB07G29280.1	OB07G29300.1	1
OB07G29280.1	OB07G29380.1	9
OB07G29290.1	OB07G29300.1	0
OB07G29290.1	OB07G29380.1	8
OB07G29300.1	OB07G29380.1	7
OB07G29780.1	OB07G29790.1	0
OB07G29930.1	OB07G29960.1	2
OB07G30730.1	OB07G30780.1	4
OB07G30760.1	OB07G30820.1	5
OB07G30760.1	OB07G30840.1	7
OB07G30770.1	OB07G30800.1	2
OB07G30820.1	OB07G30840.1	1
OB07G30870.1	OB07G30900.1	2
OB07G31510.1	OB07G31520.1	0
OB07G31690.1	OB07G31700.1	0
OB07G31690.1	OB07G31710.1	1
OB07G31690.1	OB07G31720.1	2
OB07G31690.1	OB07G31730.1	3
OB07G31690.1	OB07G31740.1	4
OB07G31690.1	OB07G31750.1	5
OB07G31700.1	OB07G31710.1	0
OB07G31700.1	OB07G31720.1	1
OB07G31700.1	OB07G31730.1	2
OB07G31700.1	OB07G31740.1	3
OB07G31700.1	OB07G31750.1	4
OB07G31710.1	OB07G31720.1	0
OB07G31710.1	OB07G31730.1	1
OB07G31710.1	OB07G31740.1	2
OB07G31710.1	OB07G31750.1	3
OB07G31720.1	OB07G31730.1	0
OB07G31720.1	OB07G31740.1	1
OB07G31720.1	OB07G31750.1	2
OB07G31730.1	OB07G31740.1	0
OB07G31730.1	OB07G31750.1	1
OB07G31740.1	OB07G31750.1	0
OB07G31770.1	OB07G31780.1	0
OB07G32110.1	OB07G32150.1	3
OB07G32120.1	OB07G32140.1	1
OB08G10490.1	OB08G10520.1	2
OB08G10490.1	OB08G10530.1	3
OB08G10490.1	OB08G10550.1	5
OB08G10490.1	OB08G10560.1	6
OB08G10490.1	OB08G10570.1	7
OB08G10490.1	OB08G10580.1	8
OB08G10500.1	OB08G10540.1	3
OB08G10520.1	OB08G10530.1	0
OB08G10520.1	OB08G10550.1	2
OB08G10520.1	OB08G10560.1	3
OB08G10520.1	OB08G10570.1	4
OB08G10520.1	OB08G10580.1	5
OB08G10530.1	OB08G10550.1	1
OB08G10530.1	OB08G10560.1	2
OB08G10530.1	OB08G10570.1	3
OB08G10530.1	OB08G10580.1	4
OB08G10550.1	OB08G10560.1	0
OB08G10550.1	OB08G10570.1	1
OB08G10550.1	OB08G10580.1	2
OB08G10560.1	OB08G10570.1	0
OB08G10560.1	OB08G10580.1	1
OB08G10570.1	OB08G10580.1	0
OB08G10960.1	OB08G10970.1	0
OB08G10960.1	OB08G10980.1	1
OB08G10960.1	OB08G10990.1	2
OB08G10960.1	OB08G11000.1	3
OB08G10970.1	OB08G10980.1	0
OB08G10970.1	OB08G10990.1	1
OB08G10970.1	OB08G11000.1	2
OB08G10980.1	OB08G10990.1	0
OB08G10980.1	OB08G11000.1	1
OB08G10990.1	OB08G11000.1	0
OB08G11480.1	OB08G11490.1	0
OB08G11640.1	OB08G11650.1	0
OB08G11640.1	OB08G11670.1	2
OB08G11650.1	OB08G11670.1	1
OB08G11740.1	OB08G11750.1	0
OB08G11740.1	OB08G11770.1	2
OB08G11750.1	OB08G11770.1	1
OB08G12020.1	OB08G12030.1	0
OB08G12260.1	OB08G12340.1	7
OB08G12450.1	OB08G12460.1	0
OB08G12480.1	OB08G12500.1	0
OB08G12530.1	OB08G12540.1	0
OB08G12530.1	OB08G12650.1	9
OB08G12540.1	OB08G12650.1	8
OB08G12790.1	OB08G12860.1	6
OB08G12810.1	OB08G12850.1	3
OB08G12820.1	OB08G12850.1	2
OB08G12860.1	OB08G12870.1	0
OB08G13150.1	OB08G13160.1	0
OB08G13150.1	OB08G13180.1	2
OB08G13150.1	OB08G13190.1	3
OB08G13160.1	OB08G13180.1	1
OB08G13160.1	OB08G13190.1	2
OB08G13180.1	OB08G13190.1	0
OB08G13200.1	OB08G13210.1	0
OB08G13280.1	OB08G13290.1	0
OB08G13370.1	OB08G13380.1	0
OB08G13740.1	OB08G13760.1	1
OB08G13740.1	OB08G13770.1	2
OB08G13760.1	OB08G13770.1	0
OB08G14460.1	OB08G14480.1	1
OB08G14610.1	OB08G14620.1	0
OB08G15030.1	OB08G15050.1	1
OB08G15150.1	OB08G15200.1	4
OB08G15180.1	OB08G15190.1	0
OB08G15180.1	OB08G15210.1	2
OB08G15180.1	OB08G15220.1	3
OB08G15180.1	OB08G15230.1	4
OB08G15180.1	OB08G15240.1	5
OB08G15180.1	OB08G15250.1	6
OB08G15180.1	OB08G15260.1	7
OB08G15180.1	OB08G15270.1	8
OB08G15180.1	OB08G15280.1	9
OB08G15180.1	OB08G15290.1	10
OB08G15190.1	OB08G15210.1	1
OB08G15190.1	OB08G15220.1	2
OB08G15190.1	OB08G15230.1	3
OB08G15190.1	OB08G15240.1	4
OB08G15190.1	OB08G15250.1	5
OB08G15190.1	OB08G15260.1	6
OB08G15190.1	OB08G15270.1	7
OB08G15190.1	OB08G15280.1	8
OB08G15190.1	OB08G15290.1	9
OB08G15210.1	OB08G15220.1	0
OB08G15210.1	OB08G15230.1	1
OB08G15210.1	OB08G15240.1	2
OB08G15210.1	OB08G15250.1	3
OB08G15210.1	OB08G15260.1	4
OB08G15210.1	OB08G15270.1	5
OB08G15210.1	OB08G15280.1	6
OB08G15210.1	OB08G15290.1	7
OB08G15220.1	OB08G15230.1	0
OB08G15220.1	OB08G15240.1	1
OB08G15220.1	OB08G15250.1	2
OB08G15220.1	OB08G15260.1	3
OB08G15220.1	OB08G15270.1	4
OB08G15220.1	OB08G15280.1	5
OB08G15220.1	OB08G15290.1	6
OB08G15230.1	OB08G15240.1	0
OB08G15230.1	OB08G15250.1	1
OB08G15230.1	OB08G15260.1	2
OB08G15230.1	OB08G15270.1	3
OB08G15230.1	OB08G15280.1	4
OB08G15230.1	OB08G15290.1	5
OB08G15240.1	OB08G15250.1	0
OB08G15240.1	OB08G15260.1	1
OB08G15240.1	OB08G15270.1	2
OB08G15240.1	OB08G15280.1	3
OB08G15240.1	OB08G15290.1	4
OB08G15250.1	OB08G15260.1	0
OB08G15250.1	OB08G15270.1	1
OB08G15250.1	OB08G15280.1	2
OB08G15250.1	OB08G15290.1	3
OB08G15260.1	OB08G15270.1	0
OB08G15260.1	OB08G15280.1	1
OB08G15260.1	OB08G15290.1	2
OB08G15270.1	OB08G15280.1	0
OB08G15270.1	OB08G15290.1	1
OB08G15280.1	OB08G15290.1	0
OB08G15550.1	OB08G15580.1	2
OB08G15550.1	OB08G15640.1	8
OB08G15580.1	OB08G15600.1	1
OB08G15580.1	OB08G15620.1	3
OB08G15580.1	OB08G15630.1	4
OB08G15600.1	OB08G15620.1	1
OB08G15840.1	OB08G15870.1	2
OB08G15840.1	OB08G15890.1	4
OB08G15840.1	OB08G15900.1	5
OB08G15840.1	OB08G15910.1	6
OB08G15840.1	OB08G15920.1	7
OB08G15870.1	OB08G15890.1	1
OB08G15870.1	OB08G15900.1	2
OB08G15870.1	OB08G15910.1	3
OB08G15870.1	OB08G15920.1	4
OB08G15890.1	OB08G15900.1	0
OB08G15890.1	OB08G15910.1	1
OB08G15890.1	OB08G15920.1	2
OB08G15900.1	OB08G15910.1	0
OB08G15900.1	OB08G15920.1	1
OB08G15910.1	OB08G15920.1	0
OB08G15970.1	OB08G15990.1	1
OB08G16200.1	OB08G16240.1	3
OB08G16200.1	OB08G16270.1	6
OB08G16240.1	OB08G16270.1	2
OB08G16490.1	OB08G16500.1	0
OB08G16490.1	OB08G16550.1	5
OB08G16490.1	OB08G16570.1	7
OB08G16490.1	OB08G16580.1	8
OB08G16490.1	OB08G16590.1	9
OB08G16500.1	OB08G16510.1	0
OB08G16500.1	OB08G16570.1	6
OB08G16500.1	OB08G16580.1	7
OB08G16500.1	OB08G16590.1	8
OB08G16510.1	OB08G16550.1	3
OB08G16510.1	OB08G16570.1	5
OB08G16510.1	OB08G16580.1	6
OB08G16550.1	OB08G16590.1	3
OB08G16570.1	OB08G16580.1	0
OB08G16570.1	OB08G16590.1	1
OB08G16570.1	OB08G16680.1	9
OB08G16580.1	OB08G16590.1	0
OB08G16580.1	OB08G16680.1	8
OB08G16590.1	OB08G16680.1	7
OB08G16660.1	OB08G16720.1	5
OB08G16770.1	OB08G16780.1	0
OB08G16810.1	OB08G16820.1	0
OB08G16810.1	OB08G16830.1	1
OB08G16820.1	OB08G16830.1	0
OB08G16840.1	OB08G16870.1	2
OB08G16840.1	OB08G16880.1	3
OB08G16870.1	OB08G16880.1	0
OB08G16910.1	OB08G16920.1	0
OB08G17470.1	OB08G17480.1	0
OB08G17680.1	OB08G17700.1	1
OB08G17850.1	OB08G17860.1	0
OB08G18270.1	OB08G18280.1	0
OB08G18590.1	OB08G18600.1	0
OB08G18820.1	OB08G18930.1	8
OB08G19510.1	OB08G19530.1	1
OB08G20270.1	OB08G20280.1	0
OB08G20310.1	OB08G20320.1	0
OB08G20420.1	OB08G20430.1	0
OB08G20420.1	OB08G20450.1	2
OB08G20420.1	OB08G20460.1	3
OB08G20420.1	OB08G20470.1	4
OB08G20430.1	OB08G20450.1	1
OB08G20430.1	OB08G20460.1	2
OB08G20430.1	OB08G20470.1	3
OB08G20450.1	OB08G20460.1	0
OB08G20450.1	OB08G20470.1	1
OB08G20460.1	OB08G20470.1	0
OB08G20580.1	OB08G20590.1	0
OB08G21000.1	OB08G21010.1	0
OB08G21050.1	OB08G21070.1	1
OB08G21400.1	OB08G21450.1	4
OB08G21460.1	OB08G21470.1	0
OB08G21490.1	OB08G21500.1	0
OB08G21580.1	OB08G21590.1	0
OB08G21590.1	OB08G21600.1	0
OB08G21800.1	OB08G21840.1	3
OB08G21910.1	OB08G21920.1	0
OB08G22010.1	OB08G22040.1	2
OB08G22130.1	OB08G22220.1	8
OB08G22150.1	OB08G22160.1	0
OB08G22380.1	OB08G22390.1	0
OB08G22510.1	OB08G22520.1	0
OB08G22550.1	OB08G22560.1	0
OB08G22620.1	OB08G22650.1	2
OB08G22620.1	OB08G22670.1	4
OB08G22620.1	OB08G22690.1	6
OB08G22650.1	OB08G22670.1	1
OB08G22650.1	OB08G22690.1	3
OB08G22670.1	OB08G22690.1	1
OB08G23940.1	OB08G23950.1	0
OB08G24430.1	OB08G24440.1	0
OB08G24490.1	OB08G24500.1	0
OB08G24880.1	OB08G24890.1	0
OB08G25000.1	OB08G25020.1	1
OB08G25070.1	OB08G25080.1	0
OB08G25170.1	OB08G25180.1	0
OB08G25170.1	OB08G25190.1	1
OB08G25180.1	OB08G25190.1	0
OB08G25520.1	OB08G25530.1	0
OB08G25520.1	OB08G25540.1	1
OB08G25520.1	OB08G25550.1	2
OB08G25530.1	OB08G25540.1	0
OB08G25530.1	OB08G25550.1	1
OB08G25540.1	OB08G25550.1	0
OB08G25890.1	OB08G25900.1	0
OB08G26020.1	OB08G26030.1	0
OB08G26330.1	OB08G26340.1	0
OB08G26460.1	OB08G26470.1	0
OB08G26460.1	OB08G26480.1	0
OB08G26470.1	OB08G26480.1	1
OB08G26820.1	OB08G26830.1	0
OB08G27220.1	OB08G27230.1	0
OB08G27750.1	OB08G27760.1	0
OB08G27840.1	OB08G27850.1	0
OB08G28000.1	OB08G28010.1	0
OB08G28000.1	OB08G28020.1	1
OB08G28000.1	OB08G28030.1	2
OB08G28010.1	OB08G28020.1	0
OB08G28020.1	OB08G28030.1	0
OB08G28830.1	OB08G28840.1	0
OB08G29010.1	OB08G29080.1	5
OB08G29390.1	OB08G29440.1	4
OB08G29480.1	OB08G29560.1	9
OB08G29730.1	OB08G29740.1	0
OB08G29730.1	OB08G29750.1	1
OB08G29730.1	OB08G29780.1	4
OB08G29730.1	OB08G29800.1	6
OB08G29730.1	OB08G29810.1	7
OB08G29730.1	OB08G29840.1	10
OB08G29740.1	OB08G29750.1	0
OB08G29740.1	OB08G29780.1	3
OB08G29740.1	OB08G29800.1	5
OB08G29740.1	OB08G29810.1	6
OB08G29740.1	OB08G29840.1	9
OB08G29740.1	OB08G29850.1	10
OB08G29750.1	OB08G29780.1	2
OB08G29750.1	OB08G29800.1	4
OB08G29750.1	OB08G29810.1	5
OB08G29750.1	OB08G29840.1	8
OB08G29750.1	OB08G29850.1	9
OB08G29750.1	OB08G29860.1	10
OB08G29780.1	OB08G29800.1	1
OB08G29780.1	OB08G29810.1	2
OB08G29780.1	OB08G29840.1	5
OB08G29780.1	OB08G29850.1	6
OB08G29780.1	OB08G29860.1	7
OB08G29780.1	OB08G29880.1	9
OB08G29780.1	OB08G29890.1	10
OB08G29790.1	OB08G29820.1	2
OB08G29790.1	OB08G29870.1	7
OB08G29790.1	OB08G29900.1	10
OB08G29800.1	OB08G29810.1	0
OB08G29800.1	OB08G29840.1	3
OB08G29800.1	OB08G29850.1	4
OB08G29800.1	OB08G29860.1	5
OB08G29800.1	OB08G29880.1	7
OB08G29800.1	OB08G29890.1	8
OB08G29800.1	OB08G29910.1	10
OB08G29810.1	OB08G29840.1	2
OB08G29810.1	OB08G29850.1	3
OB08G29810.1	OB08G29860.1	4
OB08G29810.1	OB08G29880.1	6
OB08G29810.1	OB08G29890.1	7
OB08G29810.1	OB08G29910.1	9
OB08G29810.1	OB08G29920.1	10
OB08G29820.1	OB08G29870.1	4
OB08G29820.1	OB08G29900.1	7
OB08G29840.1	OB08G29850.1	0
OB08G29840.1	OB08G29860.1	1
OB08G29840.1	OB08G29880.1	3
OB08G29840.1	OB08G29890.1	4
OB08G29840.1	OB08G29910.1	6
OB08G29840.1	OB08G29920.1	7
OB08G29840.1	OB08G29930.1	8
OB08G29840.1	OB08G29940.1	9
OB08G29840.1	OB08G29950.1	10
OB08G29850.1	OB08G29860.1	0
OB08G29850.1	OB08G29880.1	2
OB08G29850.1	OB08G29890.1	3
OB08G29850.1	OB08G29910.1	5
OB08G29850.1	OB08G29920.1	6
OB08G29850.1	OB08G29930.1	7
OB08G29850.1	OB08G29940.1	8
OB08G29850.1	OB08G29950.1	9
OB08G29850.1	OB08G29960.1	10
OB08G29860.1	OB08G29880.1	1
OB08G29860.1	OB08G29890.1	2
OB08G29860.1	OB08G29910.1	4
OB08G29860.1	OB08G29920.1	5
OB08G29860.1	OB08G29930.1	6
OB08G29860.1	OB08G29940.1	7
OB08G29860.1	OB08G29950.1	8
OB08G29860.1	OB08G29960.1	9
OB08G29870.1	OB08G29900.1	2
OB08G29880.1	OB08G29890.1	0
OB08G29880.1	OB08G29910.1	2
OB08G29880.1	OB08G29920.1	3
OB08G29880.1	OB08G29930.1	4
OB08G29880.1	OB08G29940.1	5
OB08G29880.1	OB08G29950.1	6
OB08G29880.1	OB08G29960.1	7
OB08G29890.1	OB08G29910.1	1
OB08G29890.1	OB08G29920.1	2
OB08G29890.1	OB08G29930.1	3
OB08G29890.1	OB08G29940.1	4
OB08G29890.1	OB08G29950.1	5
OB08G29890.1	OB08G29960.1	6
OB08G29910.1	OB08G29920.1	0
OB08G29910.1	OB08G29930.1	1
OB08G29910.1	OB08G29940.1	2
OB08G29910.1	OB08G29950.1	3
OB08G29910.1	OB08G29960.1	4
OB08G29920.1	OB08G29930.1	0
OB08G29920.1	OB08G29940.1	1
OB08G29920.1	OB08G29950.1	2
OB08G29920.1	OB08G29960.1	3
OB08G29930.1	OB08G29940.1	0
OB08G29930.1	OB08G29950.1	1
OB08G29930.1	OB08G29960.1	2
OB08G29940.1	OB08G29950.1	0
OB08G29940.1	OB08G29960.1	1
OB08G29950.1	OB08G29960.1	0
OB08G30030.1	OB08G30040.1	0
OB08G30280.1	OB08G30290.1	0
OB09G10390.1	OB09G10400.1	0
OB09G10640.1	OB09G10650.1	0
OB09G11400.1	OB09G11420.1	0
OB09G11480.1	OB09G11510.1	2
OB09G11540.1	OB09G11550.1	0
OB09G11670.1	OB09G11680.1	0
OB09G11670.1	OB09G11720.1	3
OB09G11680.1	OB09G11720.1	2
OB09G11820.1	OB09G11860.1	3
OB09G11820.1	OB09G11870.1	4
OB09G11860.1	OB09G11870.1	0
OB09G12060.1	OB09G12070.1	0
OB09G12650.1	OB09G12670.1	1
OB09G12660.1	OB09G12680.1	1
OB09G13000.1	OB09G13010.1	0
OB09G13010.1	OB09G13060.1	4
OB09G13380.1	OB09G13410.1	2
OB09G13630.1	OB09G13640.1	0
OB09G13740.1	OB09G13770.1	2
OB09G13860.1	OB09G13910.1	4
OB09G13860.1	OB09G13930.1	6
OB09G13860.1	OB09G13950.1	8
OB09G13860.1	OB09G13970.1	10
OB09G13910.1	OB09G13950.1	3
OB09G13910.1	OB09G13970.1	5
OB09G13930.1	OB09G13950.1	1
OB09G13930.1	OB09G13970.1	3
OB09G13950.1	OB09G13970.1	1
OB09G13950.1	OB09G14060.1	10
OB09G13970.1	OB09G14060.1	8
OB09G14060.1	OB09G14140.1	6
OB09G14070.1	OB09G14160.1	7
OB09G14070.1	OB09G14170.1	8
OB09G14160.1	OB09G14170.1	0
OB09G14360.1	OB09G14420.1	5
OB09G14360.1	OB09G14440.1	7
OB09G14360.1	OB09G14460.1	9
OB09G14370.1	OB09G14420.1	4
OB09G14380.1	OB09G14480.1	9
OB09G14420.1	OB09G14490.1	6
OB09G14420.1	OB09G14500.1	7
OB09G14420.1	OB09G14510.1	8
OB09G14420.1	OB09G14530.1	10
OB09G14440.1	OB09G14460.1	1
OB09G14440.1	OB09G14490.1	4
OB09G14440.1	OB09G14510.1	6
OB09G14440.1	OB09G14540.1	9
OB09G14460.1	OB09G14490.1	2
OB09G14460.1	OB09G14510.1	4
OB09G14460.1	OB09G14540.1	7
OB09G14460.1	OB09G14560.1	9
OB09G14490.1	OB09G14510.1	1
OB09G14490.1	OB09G14540.1	4
OB09G14490.1	OB09G14560.1	6
OB09G14510.1	OB09G14540.1	2
OB09G14510.1	OB09G14560.1	4
OB09G14510.1	OB09G14620.1	9
OB09G14540.1	OB09G14560.1	1
OB09G14540.1	OB09G14620.1	6
OB09G14540.1	OB09G14640.1	8
OB09G14540.1	OB09G14650.1	9
OB09G14550.1	OB09G14610.1	4
OB09G14560.1	OB09G14620.1	4
OB09G14560.1	OB09G14640.1	6
OB09G14560.1	OB09G14650.1	7
OB09G14620.1	OB09G14640.1	1
OB09G14620.1	OB09G14650.1	2
OB09G14820.1	OB09G14830.1	0
OB09G15060.1	OB09G15080.1	1
OB09G15110.1	OB09G15120.1	0
OB09G15110.1	OB09G15130.1	1
OB09G15120.1	OB09G15130.1	0
OB09G15310.1	OB09G15320.1	0
OB09G15310.1	OB09G15340.1	2
OB09G15310.1	OB09G15360.1	4
OB09G15320.1	OB09G15340.1	1
OB09G15320.1	OB09G15360.1	3
OB09G15340.1	OB09G15360.1	1
OB09G15440.1	OB09G15450.1	0
OB09G16190.1	OB09G16210.1	0
OB09G16190.1	OB09G16220.1	2
OB09G16210.1	OB09G16220.1	1
OB09G16510.1	OB09G16520.1	0
OB09G17080.1	OB09G17090.1	0
OB09G17250.1	OB09G17260.1	0
OB09G17520.1	OB09G17530.1	0
OB09G17560.1	OB09G17580.1	1
OB09G17560.1	OB09G17590.1	2
OB09G17560.1	OB09G17600.1	3
OB09G17580.1	OB09G17590.1	0
OB09G17580.1	OB09G17600.1	1
OB09G17590.1	OB09G17600.1	0
OB09G17650.1	OB09G17660.1	0
OB09G17650.1	OB09G17700.1	4
OB09G17650.1	OB09G17710.1	5
OB09G17650.1	OB09G17730.1	7
OB09G17650.1	OB09G17740.1	8
OB09G17660.1	OB09G17700.1	3
OB09G17660.1	OB09G17710.1	4
OB09G17660.1	OB09G17730.1	6
OB09G17660.1	OB09G17740.1	7
OB09G17700.1	OB09G17710.1	0
OB09G17700.1	OB09G17730.1	2
OB09G17700.1	OB09G17740.1	3
OB09G17710.1	OB09G17730.1	1
OB09G17710.1	OB09G17740.1	2
OB09G17730.1	OB09G17740.1	0
OB09G17790.1	OB09G17800.1	0
OB09G17820.1	OB09G17840.1	1
OB09G17820.1	OB09G17850.1	2
OB09G17820.1	OB09G17860.1	3
OB09G17840.1	OB09G17850.1	0
OB09G17840.1	OB09G17860.1	1
OB09G17850.1	OB09G17860.1	0
OB09G17970.1	OB09G17980.1	0
OB09G18500.1	OB09G18510.1	0
OB09G18690.1	OB09G18700.1	0
OB09G18870.1	OB09G18880.1	0
OB09G19230.1	OB09G19240.1	0
OB09G19230.1	OB09G19250.1	1
OB09G19240.1	OB09G19250.1	0
OB09G19470.1	OB09G19500.1	2
OB09G19470.1	OB09G19530.1	5
OB09G19490.1	OB09G19500.1	0
OB09G19490.1	OB09G19550.1	5
OB09G19490.1	OB09G19600.1	10
OB09G19500.1	OB09G19530.1	2
OB09G19500.1	OB09G19590.1	8
OB09G19500.1	OB09G19600.1	9
OB09G19500.1	OB09G19610.1	10
OB09G19530.1	OB09G19590.1	5
OB09G19530.1	OB09G19600.1	6
OB09G19530.1	OB09G19610.1	7
OB09G19590.1	OB09G19600.1	0
OB09G19600.1	OB09G19610.1	0
OB09G19880.1	OB09G19890.1	0
OB09G20100.1	OB09G20130.1	2
OB09G20100.1	OB09G20150.1	4
OB09G20100.1	OB09G20180.1	7
OB09G20130.1	OB09G20150.1	1
OB09G20130.1	OB09G20180.1	4
OB09G20150.1	OB09G20180.1	2
OB09G20200.1	OB09G20210.1	0
OB09G20220.1	OB09G20230.1	0
OB09G20470.1	OB09G20490.1	1
OB09G20470.1	OB09G20500.1	2
OB09G20490.1	OB09G20500.1	0
OB09G20540.1	OB09G20550.1	0
OB09G20580.1	OB09G20590.1	0
OB09G20600.1	OB09G20620.1	1
OB09G20900.1	OB09G20910.1	0
OB09G20900.1	OB09G20920.1	1
OB09G20900.1	OB09G20940.1	3
OB09G20900.1	OB09G20970.1	6
OB09G20910.1	OB09G20920.1	0
OB09G20910.1	OB09G20940.1	2
OB09G20910.1	OB09G20970.1	5
OB09G20920.1	OB09G20940.1	1
OB09G20920.1	OB09G20970.1	4
OB09G20940.1	OB09G20970.1	2
OB09G21300.1	OB09G21310.1	0
OB09G21330.1	OB09G21340.1	0
OB09G21480.1	OB09G21560.1	6
OB09G21820.1	OB09G21830.1	0
